,startBlock,endBlock,badOperatorCount,badContractCount
501,4420706,4421706,0,0
502,4421706,4422706,0,0
503,4422706,4423706,0,0
504,4423706,4424706,0,0
505,4424706,4425706,0,0
506,4425706,4426706,0,0
507,4426706,4427706,0,0
508,4427706,4428706,0,0
509,4428706,4429706,0,0
510,4429706,4430706,0,0
511,4430706,4431706,0,0
512,4431706,4432706,0,0
513,4432706,4433706,0,0
514,4433706,4434706,0,0
515,4434706,4435706,0,0
516,4435706,4436706,0,0
517,4436706,4437706,0,0
518,4437706,4438706,0,0
519,4438706,4439706,0,0
520,4439706,4440706,0,0
521,4440706,4441706,0,0
522,4441706,4442706,0,0
523,4442706,4443706,0,0
524,4443706,4444706,0,0
525,4444706,4445706,0,0
526,4445706,4446706,0,0
527,4446706,4447706,0,0
528,4447706,4448706,0,0
529,4448706,4449706,0,0
530,4449706,4450706,0,0
531,4450706,4451706,0,0
532,4451706,4452706,0,0
533,4452706,4453706,0,0
534,4453706,4454706,0,0
535,4454706,4455706,0,0
536,4455706,4456706,0,0
537,4456706,4457706,0,0
538,4457706,4458706,0,0
539,4458706,4459706,0,0
540,4459706,4460706,0,0
541,4460706,4461706,0,0
542,4461706,4462706,0,0
543,4462706,4463706,0,0
544,4463706,4464706,0,0
545,4464706,4465706,0,0
546,4465706,4466706,0,0
547,4466706,4467706,0,0
548,4467706,4468706,0,0
549,4468706,4469706,0,0
550,4469706,4470706,0,0
551,4470706,4471706,0,0
552,4471706,4472706,0,0
553,4472706,4473706,0,0
554,4473706,4474706,0,0
555,4474706,4475706,0,0
556,4475706,4476706,0,0
557,4476706,4477706,0,0
558,4477706,4478706,0,0
559,4478706,4479706,0,0
560,4479706,4480706,0,0
561,4480706,4481706,0,0
562,4481706,4482706,0,0
563,4482706,4483706,0,0
564,4483706,4484706,0,0
565,4484706,4485706,0,0
566,4485706,4486706,0,0
567,4486706,4487706,0,0
568,4487706,4488706,0,0
569,4488706,4489706,0,0
570,4489706,4490706,0,0
571,4490706,4491706,0,0
572,4491706,4492706,0,0
573,4492706,4493706,0,0
574,4493706,4494706,0,0
575,4494706,4495706,0,0
576,4495706,4496706,0,0
577,4496706,4497706,0,0
578,4497706,4498706,0,0
579,4498706,4499706,0,0
580,4499706,4500706,0,0
581,4500706,4501706,0,0
582,4501706,4502706,0,0
583,4502706,4503706,0,0
584,4503706,4504706,0,0
585,4504706,4505706,0,0
586,4505706,4506706,0,0
587,4506706,4507706,0,0
588,4507706,4508706,0,0
589,4508706,4509706,0,0
590,4509706,4510706,0,0
591,4510706,4511706,0,0
592,4511706,4512706,0,0
593,4512706,4513706,0,0
594,4513706,4514706,0,0
595,4514706,4515706,0,0
596,4515706,4516706,0,0
597,4516706,4517706,0,0
598,4517706,4518706,0,0
599,4518706,4519706,0,0
600,4519706,4520706,0,0
601,4520706,4521706,0,0
602,4521706,4522706,0,0
603,4522706,4523706,0,0
604,4523706,4524706,0,0
605,4524706,4525706,0,0
606,4525706,4526706,0,0
607,4526706,4527706,0,0
608,4527706,4528706,0,0
609,4528706,4529706,0,0
610,4529706,4530706,0,0
611,4530706,4531706,0,0
612,4531706,4532706,0,0
613,4532706,4533706,0,0
614,4533706,4534706,0,0
615,4534706,4535706,0,0
616,4535706,4536706,0,0
617,4536706,4537706,0,0
618,4537706,4538706,0,0
619,4538706,4539706,0,0
620,4539706,4540706,0,0
621,4540706,4541706,0,0
622,4541706,4542706,0,0
623,4542706,4543706,0,0
624,4543706,4544706,0,0
625,4544706,4545706,0,0
626,4545706,4546706,0,0
627,4546706,4547706,0,0
628,4547706,4548706,0,0
629,4548706,4549706,0,0
630,4549706,4550706,0,0
631,4550706,4551706,0,0
632,4551706,4552706,0,0
633,4552706,4553706,0,0
634,4553706,4554706,0,0
635,4554706,4555706,0,0
636,4555706,4556706,0,0
637,4556706,4557706,0,0
638,4557706,4558706,0,0
639,4558706,4559706,0,0
640,4559706,4560706,0,0
641,4560706,4561706,0,0
642,4561706,4562706,0,0
643,4562706,4563706,0,0
644,4563706,4564706,0,0
645,4564706,4565706,0,0
646,4565706,4566706,0,0
647,4566706,4567706,0,0
648,4567706,4568706,0,0
649,4568706,4569706,0,0
650,4569706,4570706,0,0
651,4570706,4571706,0,0
652,4571706,4572706,0,0
653,4572706,4573706,0,0
654,4573706,4574706,0,0
655,4574706,4575706,0,0
656,4575706,4576706,0,0
657,4576706,4577706,0,0
658,4577706,4578706,0,0
659,4578706,4579706,0,0
660,4579706,4580706,0,0
661,4580706,4581706,0,0
662,4581706,4582706,0,0
663,4582706,4583706,0,0
664,4583706,4584706,0,0
665,4584706,4585706,0,0
666,4585706,4586706,0,0
667,4586706,4587706,0,0
668,4587706,4588706,0,0
669,4588706,4589706,0,0
670,4589706,4590706,0,0
671,4590706,4591706,0,0
672,4591706,4592706,0,0
673,4592706,4593706,0,0
674,4593706,4594706,0,0
675,4594706,4595706,0,0
676,4595706,4596706,0,0
677,4596706,4597706,0,0
678,4597706,4598706,0,0
679,4598706,4599706,0,0
680,4599706,4600706,0,0
681,4600706,4601706,0,0
682,4601706,4602706,0,0
683,4602706,4603706,0,0
684,4603706,4604706,0,0
685,4604706,4605706,0,0
686,4605706,4606706,0,0
687,4606706,4607706,0,0
688,4607706,4608706,0,0
689,4608706,4609706,0,0
690,4609706,4610706,0,0
691,4610706,4611706,0,0
692,4611706,4612706,0,0
693,4612706,4613706,0,0
694,4613706,4614706,0,0
695,4614706,4615706,0,0
696,4615706,4616706,0,0
697,4616706,4617706,0,0
698,4617706,4618706,0,0
699,4618706,4619706,0,0
700,4619706,4620706,0,0
701,4620706,4621706,0,0
702,4621706,4622706,0,0
703,4622706,4623706,0,0
704,4623706,4624706,0,0
705,4624706,4625706,0,0
706,4625706,4626706,0,0
707,4626706,4627706,0,0
708,4627706,4628706,0,0
709,4628706,4629706,0,0
710,4629706,4630706,0,0
711,4630706,4631706,0,0
712,4631706,4632706,0,0
713,4632706,4633706,0,0
714,4633706,4634706,0,0
715,4634706,4635706,0,0
716,4635706,4636706,0,0
717,4636706,4637706,0,0
718,4637706,4638706,0,0
719,4638706,4639706,0,0
720,4639706,4640706,0,0
721,4640706,4641706,0,0
722,4641706,4642706,0,0
723,4642706,4643706,0,0
724,4643706,4644706,0,0
725,4644706,4645706,0,0
726,4645706,4646706,0,0
727,4646706,4647706,0,0
728,4647706,4648706,0,0
729,4648706,4649706,0,0
730,4649706,4650706,0,0
731,4650706,4651706,0,0
732,4651706,4652706,0,0
733,4652706,4653706,0,0
734,4653706,4654706,0,0
735,4654706,4655706,0,0
736,4655706,4656706,0,0
737,4656706,4657706,0,0
738,4657706,4658706,0,0
739,4658706,4659706,0,0
740,4659706,4660706,0,0
741,4660706,4661706,0,0
742,4661706,4662706,0,0
743,4662706,4663706,0,0
744,4663706,4664706,0,0
745,4664706,4665706,0,0
746,4665706,4666706,0,0
747,4666706,4667706,0,0
748,4667706,4668706,0,0
749,4668706,4669706,0,0
750,4669706,4670706,0,0
751,4670706,4671706,0,0
752,4671706,4672706,0,0
753,4672706,4673706,0,0
754,4673706,4674706,0,0
755,4674706,4675706,0,0
756,4675706,4676706,0,0
757,4676706,4677706,0,0
758,4677706,4678706,0,0
759,4678706,4679706,0,0
760,4679706,4680706,0,0
761,4680706,4681706,0,0
762,4681706,4682706,0,0
763,4682706,4683706,0,0
764,4683706,4684706,0,0
765,4684706,4685706,0,0
766,4685706,4686706,0,0
767,4686706,4687706,0,0
768,4687706,4688706,0,0
769,4688706,4689706,0,0
770,4689706,4690706,0,0
771,4690706,4691706,0,0
772,4691706,4692706,0,0
773,4692706,4693706,0,0
774,4693706,4694706,0,0
775,4694706,4695706,0,0
776,4695706,4696706,0,0
777,4696706,4697706,0,0
778,4697706,4698706,0,0
779,4698706,4699706,0,0
780,4699706,4700706,0,0
781,4700706,4701706,0,0
782,4701706,4702706,0,0
783,4702706,4703706,0,0
784,4703706,4704706,0,0
785,4704706,4705706,0,0
786,4705706,4706706,0,0
787,4706706,4707706,0,0
788,4707706,4708706,0,0
789,4708706,4709706,0,0
790,4709706,4710706,0,0
791,4710706,4711706,0,0
792,4711706,4712706,0,0
793,4712706,4713706,0,0
794,4713706,4714706,0,0
795,4714706,4715706,0,0
796,4715706,4716706,0,0
797,4716706,4717706,0,0
798,4717706,4718706,0,0
799,4718706,4719706,0,0
800,4719706,4720706,0,0
801,4720706,4721706,0,0
802,4721706,4722706,0,0
803,4722706,4723706,0,0
804,4723706,4724706,0,0
805,4724706,4725706,0,0
806,4725706,4726706,0,0
807,4726706,4727706,0,0
808,4727706,4728706,0,0
809,4728706,4729706,0,0
810,4729706,4730706,0,0
811,4730706,4731706,0,0
812,4731706,4732706,0,0
813,4732706,4733706,0,0
814,4733706,4734706,0,0
815,4734706,4735706,0,0
816,4735706,4736706,0,0
817,4736706,4737706,0,0
818,4737706,4738706,0,0
819,4738706,4739706,0,0
820,4739706,4740706,0,0
821,4740706,4741706,0,0
822,4741706,4742706,0,0
823,4742706,4743706,0,0
824,4743706,4744706,0,0
825,4744706,4745706,0,0
826,4745706,4746706,0,0
827,4746706,4747706,0,0
828,4747706,4748706,0,0
829,4748706,4749706,0,0
830,4749706,4750706,0,0
831,4750706,4751706,0,0
832,4751706,4752706,0,0
833,4752706,4753706,0,0
834,4753706,4754706,0,0
835,4754706,4755706,0,0
836,4755706,4756706,0,0
837,4756706,4757706,0,0
838,4757706,4758706,0,0
839,4758706,4759706,0,0
840,4759706,4760706,0,0
841,4760706,4761706,0,0
842,4761706,4762706,0,0
843,4762706,4763706,0,0
844,4763706,4764706,0,0
845,4764706,4765706,0,0
846,4765706,4766706,0,0
847,4766706,4767706,0,0
848,4767706,4768706,0,0
849,4768706,4769706,0,0
850,4769706,4770706,0,0
851,4770706,4771706,0,0
852,4771706,4772706,0,0
853,4772706,4773706,0,0
854,4773706,4774706,0,0
855,4774706,4775706,0,0
856,4775706,4776706,0,0
857,4776706,4777706,0,0
858,4777706,4778706,0,0
859,4778706,4779706,0,0
860,4779706,4780706,0,0
861,4780706,4781706,0,0
862,4781706,4782706,0,0
863,4782706,4783706,0,0
864,4783706,4784706,0,0
865,4784706,4785706,0,0
866,4785706,4786706,0,0
867,4786706,4787706,0,0
868,4787706,4788706,0,0
869,4788706,4789706,0,0
870,4789706,4790706,0,0
871,4790706,4791706,0,0
872,4791706,4792706,0,0
873,4792706,4793706,0,0
874,4793706,4794706,0,0
875,4794706,4795706,0,0
876,4795706,4796706,0,0
877,4796706,4797706,0,0
878,4797706,4798706,0,0
879,4798706,4799706,0,0
880,4799706,4800706,0,0
881,4800706,4801706,0,0
882,4801706,4802706,0,0
883,4802706,4803706,0,0
884,4803706,4804706,0,0
885,4804706,4805706,0,0
886,4805706,4806706,0,0
887,4806706,4807706,0,0
888,4807706,4808706,0,0
889,4808706,4809706,0,0
890,4809706,4810706,0,0
891,4810706,4811706,0,0
892,4811706,4812706,0,0
893,4812706,4813706,0,0
894,4813706,4814706,0,0
895,4814706,4815706,0,0
896,4815706,4816706,0,0
897,4816706,4817706,0,0
898,4817706,4818706,0,0
899,4818706,4819706,0,0
900,4819706,4820706,0,0
901,4820706,4821706,0,0
902,4821706,4822706,0,0
903,4822706,4823706,0,0
904,4823706,4824706,0,0
905,4824706,4825706,0,0
906,4825706,4826706,0,0
907,4826706,4827706,0,0
908,4827706,4828706,0,0
909,4828706,4829706,0,0
910,4829706,4830706,0,0
911,4830706,4831706,0,0
912,4831706,4832706,0,0
913,4832706,4833706,0,0
914,4833706,4834706,0,0
915,4834706,4835706,0,0
916,4835706,4836706,0,0
917,4836706,4837706,0,0
918,4837706,4838706,0,0
919,4838706,4839706,0,0
920,4839706,4840706,0,0
921,4840706,4841706,0,0
922,4841706,4842706,0,0
923,4842706,4843706,0,0
924,4843706,4844706,0,0
925,4844706,4845706,0,0
926,4845706,4846706,0,0
927,4846706,4847706,0,0
928,4847706,4848706,0,0
929,4848706,4849706,0,0
930,4849706,4850706,0,0
931,4850706,4851706,0,0
932,4851706,4852706,0,0
933,4852706,4853706,0,0
934,4853706,4854706,0,0
935,4854706,4855706,0,0
936,4855706,4856706,0,0
937,4856706,4857706,0,0
938,4857706,4858706,0,0
939,4858706,4859706,0,0
940,4859706,4860706,0,0
941,4860706,4861706,0,0
942,4861706,4862706,0,0
943,4862706,4863706,0,0
944,4863706,4864706,0,0
945,4864706,4865706,0,0
946,4865706,4866706,0,0
947,4866706,4867706,0,0
948,4867706,4868706,0,0
949,4868706,4869706,0,0
950,4869706,4870706,0,0
951,4870706,4871706,0,0
952,4871706,4872706,0,0
953,4872706,4873706,0,0
954,4873706,4874706,0,0
955,4874706,4875706,0,0
956,4875706,4876706,0,0
957,4876706,4877706,0,0
958,4877706,4878706,0,0
959,4878706,4879706,0,0
960,4879706,4880706,0,0
961,4880706,4881706,0,0
962,4881706,4882706,0,0
963,4882706,4883706,0,0
964,4883706,4884706,0,0
965,4884706,4885706,0,0
966,4885706,4886706,0,0
967,4886706,4887706,0,0
968,4887706,4888706,0,0
969,4888706,4889706,0,0
970,4889706,4890706,0,0
971,4890706,4891706,0,0
972,4891706,4892706,0,0
973,4892706,4893706,0,0
974,4893706,4894706,0,0
975,4894706,4895706,0,0
976,4895706,4896706,0,0
977,4896706,4897706,0,0
978,4897706,4898706,0,0
979,4898706,4899706,0,0
980,4899706,4900706,0,0
981,4900706,4901706,0,0
982,4901706,4902706,0,0
983,4902706,4903706,0,0
984,4903706,4904706,0,0
985,4904706,4905706,0,0
986,4905706,4906706,0,0
987,4906706,4907706,0,0
988,4907706,4908706,0,0
989,4908706,4909706,0,0
990,4909706,4910706,0,0
991,4910706,4911706,0,0
992,4911706,4912706,0,0
993,4912706,4913706,0,0
994,4913706,4914706,0,0
995,4914706,4915706,0,0
996,4915706,4916706,0,0
997,4916706,4917706,0,0
998,4917706,4918706,0,0
999,4918706,4919706,0,0
